locus_tag,Before optimization SEQUENCING_PRIMER_1 location (start-end),Before optimization SEQUENCING_PRIMER_1 off-target site,Before optimization SEQUENCING_PRIMER_2 location (start-end),Before optimization  SEQUENCING_PRIMER_2 off-target site,After optimization SEQUENCING_PRIMER_1 location (start-end),After optimization SEQUENCING_PRIMER_1 off-target site,After optimization SEQUENCING_PRIMER_2 location (start-end),After optimization  SEQUENCING_PRIMER_2 off-target site,type (B: Before optimization);(A:After optimization),strain,index
NC_002516.2_80_substitution,,,,,NC_002516.2:856786-856809,,NC_002516.2:857365-857385,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_101_insertion,,,,,NC_002516.2:5797871-5797889,,NC_002516.2:5798409-5798432,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_277_substitution,,,,,NC_002516.2:854391-854413,,NC_002516.2:855021-855041,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_282_insertion,,,,,NC_002516.2:1440081-1440101,,NC_002516.2:1440623-1440641,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_356_deletion,,,,,NC_002516.2:2864802-2864824,,NC_002516.2:2865425-2865444,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_196_insertion,,,,,NC_002516.2:4471662-4471682,,NC_002516.2:4472224-4472244,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_104_substitution,,,,,NC_002516.2:1873442-1873462,,NC_002516.2:1874074-1874092,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_445_insertion,,,,,NC_002516.2:2734394-2734415,,NC_002516.2:2734981-2735001,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_262_substitution,,,,,NC_002516.2:3404765-3404786,,NC_002516.2:3405300-3405320,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_156_insertion,,,,,NC_002516.2:4260007-4260027,,NC_002516.2:4260553-4260573,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_207_insertion,,,,,NC_002516.2:2740746-2740768,,NC_002516.2:2741260-2741278,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_88_deletion,,,,,NC_002516.2:1123824-1123844,,NC_002516.2:1124458-1124476,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_390_insertion,,,,,NC_002516.2:1331276-1331296,,NC_002516.2:1331789-1331807,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_242_substitution,,,,,NC_002516.2:414722-414744,,NC_002516.2:415258-415276,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_461_insertion,,,,,NC_002516.2:3882511-3882534,,NC_002516.2:3883018-3883036,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_67_insertion,,,,,NC_002516.2:5116888-5116909,,NC_002516.2:5117424-5117442,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_426_deletion,,,,,NC_002516.2:111593-111611,,NC_002516.2:112460-112480,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_192_substitution,,,,,NC_002516.2:2358515-2358536,,NC_002516.2:2359040-2359059,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_111_insertion,,,,,NC_002516.2:2245301-2245323,,NC_002516.2:2245828-2245846,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_179_deletion,,,,,NC_002516.2:2944498-2944517,,NC_002516.2:2945051-2945071,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_143_insertion,,,,,NC_002516.2:6024589-6024611,,NC_002516.2:6025109-6025127,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_294_insertion,,,,,NC_002516.2:96766-96789,,NC_002516.2:97308-97328,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_28_insertion,,,,,NC_002516.2:1941783-1941805,,NC_002516.2:1942300-1942319,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_81_deletion,,,,,NC_002516.2:5887802-5887822,,NC_002516.2:5888354-5888374,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_186_deletion,,,,,NC_002516.2:1203679-1203699,,NC_002516.2:1204244-1204265,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_47_insertion,,,,,NC_002516.2:2638319-2638340,,NC_002516.2:2638846-2638866,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_132_substitution,,,,,NC_002516.2:2033276-2033294,,NC_002516.2:2033863-2033884,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_212_deletion,,,,,NC_002516.2:2992923-2992943,,NC_002516.2:2993561-2993581,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_216_deletion,,,,,NC_002516.2:6113076-6113097,,NC_002516.2:6113722-6113742,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_279_insertion,,,,,NC_002516.2:4391702-4391723,,NC_002516.2:4392213-4392233,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_466_deletion,,,,,NC_002516.2:4128241-4128261,,NC_002516.2:4128843-4128863,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_5_substitution,,,,,NC_002516.2:6097758-6097780,,NC_002516.2:6098289-6098307,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_165_substitution,,,,,NC_002516.2:3070999-3071019,,NC_002516.2:3071568-3071586,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_112_substitution,,,,,NC_002516.2:3449344-3449364,,NC_002516.2:3449914-3449935,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_394_deletion,,,,,NC_002516.2:2928061-2928081,,NC_002516.2:2928686-2928704,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_343_deletion,,,,,NC_002516.2:859427-859449,,NC_002516.2:860045-860064,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_405_deletion,,,,,NC_002516.2:3505124-3505143,,NC_002516.2:3505664-3505685,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_217_deletion,,,,,NC_002516.2:891924-891945,,NC_002516.2:892507-892525,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_482_deletion,,,,,NC_002516.2:3479413-3479436,,NC_002516.2:3479991-3480009,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_494_insertion,,,,,NC_002516.2:2789866-2789886,,NC_002516.2:2790396-2790414,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_464_insertion,,,,,NC_002516.2:3966283-3966306,,NC_002516.2:3966828-3966846,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_454_deletion,,,,,NC_002516.2:4491845-4491863,,NC_002516.2:4492418-4492438,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_342_deletion,,,,,NC_002516.2:47998-48016,,NC_002516.2:48819-48840,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_139_deletion,,,,,NC_002516.2:2096548-2096568,,NC_002516.2:2097122-2097140,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_382_insertion,,,,,NC_002516.2:3582295-3582315,,NC_002516.2:3582809-3582829,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_144_substitution,,,,,NC_002516.2:768574-768592,,NC_002516.2:769211-769233,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_436_insertion,,,,,NC_002516.2:2993755-2993776,,NC_002516.2:2994329-2994348,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_465_deletion,,,,,NC_002516.2:4472496-4472517,,NC_002516.2:4473097-4473115,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_303_insertion,,,,,NC_002516.2:1730619-1730637,,NC_002516.2:1731144-1731164,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_314_deletion,,,,,NC_002516.2:1948654-1948674,,NC_002516.2:1949210-1949228,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_477_insertion,,,,,NC_002516.2:5782290-5782313,,NC_002516.2:5782834-5782854,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_131_insertion,,,,,NC_002516.2:2394273-2394292,,NC_002516.2:2394812-2394831,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_380_substitution,,,,,NC_002516.2:1629320-1629341,,NC_002516.2:1629907-1629926,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_77_insertion,,,,,NC_002516.2:5575753-5575773,,NC_002516.2:5576299-5576319,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_404_deletion,,,,,NC_002516.2:4867828-4867849,,NC_002516.2:4868357-4868377,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_309_substitution,,,,,NC_002516.2:498717-498738,,NC_002516.2:499248-499266,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_323_insertion,,,,,NC_002516.2:19137-19157,,NC_002516.2:19660-19678,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_85_substitution,,,,,,,,,B:No primer3 design results;A:All primer templates offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_328_insertion,,,,,NC_002516.2:4709921-4709941,,NC_002516.2:4710458-4710483,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_462_deletion,,,,,NC_002516.2:253690-253709,,NC_002516.2:254272-254292,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_289_insertion,,,,,NC_002516.2:5941637-5941657,,NC_002516.2:5942162-5942181,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_497_deletion,,,,,NC_002516.2:5501192-5501212,,NC_002516.2:5501830-5501852,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_116_substitution,,,,,NC_002516.2:1193360-1193380,,NC_002516.2:1194046-1194064,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_485_substitution,,,,,NC_002516.2:1191345-1191366,,NC_002516.2:1191975-1191995,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_333_deletion,,,,,NC_002516.2:2727518-2727538,,NC_002516.2:2728075-2728093,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_322_insertion,,,,,NC_002516.2:703830-703851,,NC_002516.2:704340-704360,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_434_deletion,,,,,NC_002516.2:2359534-2359554,,NC_002516.2:2360117-2360136,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_55_deletion,,,,,NC_002516.2:832140-832159,,NC_002516.2:832689-832710,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_387_substitution,,,,,,,,,B:No primer3 design results;A:All primer templates offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_315_substitution,,,,,NC_002516.2:5609276-5609294,,NC_002516.2:5609829-5609849,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_319_insertion,,,,,NC_002516.2:2763806-2763828,,NC_002516.2:2764369-2764387,,B:No primer3 design results;A:No offtarget,Pseudomonas_aeruginosa,500-4
NC_002516.2_40_substitution,NC_002516.2:772584-772602,NC_002516.2:1701442-1701460;NC_002516.2:4314217-4314235;NC_002516.2:5863199-5863217;NC_002516.2:3818939-3818957;NC_002516.2:4825989-4826007;NC_002516.2:3940746-3940764;NC_002516.2:5104464-5104482;NC_002516.2:2905828-2905846;NC_002516.2:1145407-1145425,NC_002516.2:773077-773095,NC_002516.2:2456010-2456028;NC_002516.2:5532513-5532531;NC_002516.2:133582-133600;NC_002516.2:6105754-6105772;NC_002516.2:1731265-1731283;NC_002516.2:2779633-2779651;NC_002516.2:3024034-3024052;NC_002516.2:4421136-4421154;NC_002516.2:5921796-5921814;NC_002516.2:4966273-4966291;NC_002516.2:42068-42086;NC_002516.2:89933-89951;NC_002516.2:4325027-4325045;NC_002516.2:3837106-3837124;NC_002516.2:5715704-5715722;NC_002516.2:4816394-4816412;NC_002516.2:949867-949885;NC_002516.2:1281582-1281600;NC_002516.2:381730-381748;NC_002516.2:4897702-4897720;NC_002516.2:6203554-6203572;NC_002516.2:4856813-4856831;NC_002516.2:1853135-1853153;NC_002516.2:911966-911984;NC_002516.2:3351663-3351681;NC_002516.2:4079688-4079706;NC_002516.2:3499219-3499237;NC_002516.2:4890254-4890272;NC_002516.2:5358197-5358215;NC_002516.2:469471-469489;NC_002516.2:2291522-2291540;NC_002516.2:4677861-4677879;NC_002516.2:5049332-5049350;NC_002516.2:3644624-3644642;NC_002516.2:2475988-2476006;NC_002516.2:3317921-3317939;NC_002516.2:3570565-3570583;NC_002516.2:5622698-5622716,NC_002516.2:772543-772563,,NC_002516.2:773093-773111,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_75_insertion,NC_002516.2:5997111-5997129,NC_002516.2:3644173-3644191;NC_002516.2:4075244-4075262;NC_002516.2:260360-260378;NC_002516.2:3750814-3750832;NC_002516.2:3469597-3469615;NC_002516.2:1264788-1264806;NC_002516.2:3884520-3884538;NC_002516.2:4456794-4456812;NC_002516.2:5776837-5776855;NC_002516.2:2080826-2080844;NC_002516.2:4433078-4433096;NC_002516.2:4796452-4796470;NC_002516.2:3298754-3298772;NC_002516.2:3736344-3736362;NC_002516.2:2245049-2245067;NC_002516.2:3994163-3994181;NC_002516.2:6045940-6045958;NC_002516.2:4107160-4107178;NC_002516.2:2304881-2304899;NC_002516.2:851897-851915;NC_002516.2:1973385-1973403;NC_002516.2:3252452-3252470;NC_002516.2:2908160-2908178;NC_002516.2:1240100-1240118;NC_002516.2:1022830-1022848;NC_002516.2:4019935-4019953;NC_002516.2:2579800-2579818;NC_002516.2:6136319-6136337;NC_002516.2:3818747-3818765;NC_002516.2:1261565-1261583;NC_002516.2:3900764-3900782;NC_002516.2:6205947-6205965;NC_002516.2:4047692-4047710;NC_002516.2:1298998-1299016;NC_002516.2:2371596-2371614;NC_002516.2:4858382-4858400;NC_002516.2:2852308-2852326;NC_002516.2:3881702-3881720;NC_002516.2:5729204-5729222;NC_002516.2:5894710-5894728;NC_002516.2:3795749-3795767;NC_002516.2:5691491-5691509;NC_002516.2:3425999-3426017;NC_002516.2:1874707-1874725;NC_002516.2:1467794-1467812;NC_002516.2:2206261-2206279;NC_002516.2:170299-170317;NC_002516.2:86587-86605;NC_002516.2:2670277-2670295;NC_002516.2:4671754-4671772;NC_002516.2:2163574-2163592;NC_002516.2:2949423-2949441;NC_002516.2:4304449-4304467;NC_002516.2:5181924-5181942;NC_002516.2:5185776-5185794;NC_002516.2:5312435-5312453;NC_002516.2:2703385-2703403;NC_002516.2:5574635-5574653;NC_002516.2:4569223-4569241;NC_002516.2:1040790-1040808;NC_002516.2:3817124-3817142;NC_002516.2:5932129-5932147;NC_002516.2:3688102-3688120;NC_002516.2:5584302-5584320;NC_002516.2:3319327-3319345;NC_002516.2:2751928-2751946;NC_002516.2:1685424-1685442;NC_002516.2:4840389-4840407;NC_002516.2:3597082-3597100;NC_002516.2:4855174-4855192;NC_002516.2:4031588-4031606;NC_002516.2:3580002-3580020;NC_002516.2:2015026-2015044;NC_002516.2:3325313-3325331;NC_002516.2:1301429-1301447;NC_002516.2:4934667-4934685;NC_002516.2:5131812-5131830;NC_002516.2:3840949-3840967;NC_002516.2:1356903-1356921;NC_002516.2:1560230-1560248;NC_002516.2:5574358-5574376;NC_002516.2:2956420-2956438;NC_002516.2:4475580-4475598;NC_002516.2:1751320-1751338;NC_002516.2:3080066-3080084;NC_002516.2:585210-585228;NC_002516.2:6130651-6130669;NC_002516.2:126416-126434;NC_002516.2:1911549-1911567;NC_002516.2:4088102-4088120;NC_002516.2:2379157-2379175;NC_002516.2:3820491-3820509;NC_002516.2:5775638-5775656;NC_002516.2:5865260-5865278;NC_002516.2:4307118-4307136;NC_002516.2:4847145-4847163;NC_002516.2:4199968-4199986;NC_002516.2:1938365-1938383;NC_002516.2:5988183-5988201,NC_002516.2:5997610-5997630,NC_002516.2:852605-852625;NC_002516.2:6244063-6244083;NC_002516.2:3942942-3942962;NC_002516.2:4880631-4880651;NC_002516.2:1253537-1253557;NC_002516.2:976812-976832;NC_002516.2:4862349-4862369;NC_002516.2:2712044-2712064;NC_002516.2:5993055-5993075;NC_002516.2:340850-340870;NC_002516.2:5520822-5520842;NC_002516.2:1846843-1846863;NC_002516.2:4722431-4722451,NC_002516.2:5997102-5997125,,NC_002516.2:5997621-5997640,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_86_deletion,NC_002516.2:5442904-5442924,NC_002516.2:5925344-5925364;NC_002516.2:608530-608550;NC_002516.2:4103107-4103127,NC_002516.2:5443451-5443469,NC_002516.2:3989376-3989394;NC_002516.2:3559700-3559718;NC_002516.2:5847538-5847556;NC_002516.2:4775895-4775913;NC_002516.2:4787524-4787542;NC_002516.2:5841241-5841259;NC_002516.2:3956769-3956787;NC_002516.2:3376261-3376279;NC_002516.2:2627185-2627203;NC_002516.2:1178566-1178584;NC_002516.2:3423684-3423702;NC_002516.2:5110656-5110674;NC_002516.2:2529280-2529298;NC_002516.2:1710980-1710998;NC_002516.2:1596611-1596629;NC_002516.2:2190307-2190325;NC_002516.2:971691-971709;NC_002516.2:2726735-2726753;NC_002516.2:2619041-2619059;NC_002516.2:2606280-2606298;NC_002516.2:2043547-2043565;NC_002516.2:967845-967863;NC_002516.2:1808761-1808779;NC_002516.2:4299977-4299995;NC_002516.2:1207186-1207204;NC_002516.2:4581095-4581113;NC_002516.2:539464-539482;NC_002516.2:3519905-3519923;NC_002516.2:3953008-3953026;NC_002516.2:3069404-3069422;NC_002516.2:2633987-2634005;NC_002516.2:5558769-5558787;NC_002516.2:4432354-4432372;NC_002516.2:3055921-3055939;NC_002516.2:4448017-4448035;NC_002516.2:4382797-4382815;NC_002516.2:4986288-4986306;NC_002516.2:362823-362841;NC_002516.2:3923988-3924006;NC_002516.2:1374226-1374244;NC_002516.2:2304035-2304053;NC_002516.2:2604341-2604359;NC_002516.2:2134829-2134847;NC_002516.2:940353-940371;NC_002516.2:5136988-5137006;NC_002516.2:2344464-2344482;NC_002516.2:5298505-5298523;NC_002516.2:5443016-5443034;NC_002516.2:870814-870832;NC_002516.2:4886644-4886662;NC_002516.2:4599105-4599123;NC_002516.2:3818788-3818806;NC_002516.2:3448575-3448593;NC_002516.2:2648646-2648664;NC_002516.2:6104463-6104481;NC_002516.2:871555-871573;NC_002516.2:1214728-1214746;NC_002516.2:3190333-3190351;NC_002516.2:1588468-1588486;NC_002516.2:3911805-3911823;NC_002516.2:4436260-4436278;NC_002516.2:4373258-4373276,NC_002516.2:5442902-5442924,,NC_002516.2:5443488-5443508,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_139_insertion,NC_002516.2:4491737-4491755,NC_002516.2:5592277-5592295;NC_002516.2:873946-873964;NC_002516.2:490705-490723;NC_002516.2:3385710-3385728;NC_002516.2:2518517-2518535;NC_002516.2:583811-583829;NC_002516.2:5830151-5830169;NC_002516.2:2974855-2974873;NC_002516.2:3238640-3238658;NC_002516.2:5914339-5914357;NC_002516.2:278368-278386;NC_002516.2:2567136-2567154;NC_002516.2:4478364-4478382;NC_002516.2:544069-544087;NC_002516.2:4923931-4923949;NC_002516.2:534697-534715;NC_002516.2:215387-215405;NC_002516.2:1299858-1299876;NC_002516.2:2255632-2255650;NC_002516.2:3929240-3929258;NC_002516.2:6014911-6014929;NC_002516.2:6129160-6129178;NC_002516.2:63938-63956;NC_002516.2:5381785-5381803;NC_002516.2:5686072-5686090;NC_002516.2:6153561-6153579;NC_002516.2:6057825-6057843;NC_002516.2:1886452-1886470;NC_002516.2:3985178-3985196;NC_002516.2:4483964-4483982;NC_002516.2:3668173-3668191;NC_002516.2:5834636-5834654;NC_002516.2:3368245-3368263;NC_002516.2:1966515-1966533;NC_002516.2:5753145-5753163;NC_002516.2:2888755-2888773;NC_002516.2:1393887-1393905;NC_002516.2:4430493-4430511;NC_002516.2:1783170-1783188;NC_002516.2:1189865-1189883;NC_002516.2:326333-326351;NC_002516.2:2078250-2078268;NC_002516.2:4800130-4800148;NC_002516.2:411952-411970;NC_002516.2:1822727-1822745;NC_002516.2:4493842-4493860;NC_002516.2:5199746-5199764;NC_002516.2:405100-405118;NC_002516.2:4169974-4169992,NC_002516.2:4492206-4492225,NC_002516.2:607279-607298;NC_002516.2:4590776-4590795;NC_002516.2:6068130-6068149;NC_002516.2:4710140-4710159;NC_002516.2:4801984-4802003;NC_002516.2:1306569-1306588;NC_002516.2:3591620-3591639;NC_002516.2:4204545-4204564;NC_002516.2:4732342-4732361;NC_002516.2:4254831-4254850;NC_002516.2:5249490-5249509;NC_002516.2:1579950-1579969;NC_002516.2:3699970-3699989;NC_002516.2:4261296-4261315;NC_002516.2:83225-83244;NC_002516.2:5190811-5190830;NC_002516.2:3701879-3701898;NC_002516.2:3906718-3906737;NC_002516.2:3199114-3199133;NC_002516.2:2128552-2128571;NC_002516.2:5859845-5859864;NC_002516.2:919186-919205;NC_002516.2:2772786-2772805,NC_002516.2:4491707-4491725,,NC_002516.2:4492243-4492263,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_167_insertion,NC_002516.2:5265410-5265430,NC_002516.2:725927-725947;NC_002516.2:6040894-6040914;NC_002516.2:4789882-4789902,NC_002516.2:5265901-5265921,NC_002516.2:4790373-4790393;NC_002516.2:6041385-6041405;NC_002516.2:725436-725456,NC_002516.2:5264029-5264049,,NC_002516.2:5265901-5265921,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_198_deletion,NC_002516.2:5642922-5642942,NC_002516.2:3678673-3678693;NC_002516.2:5460207-5460227;NC_002516.2:3964020-3964040;NC_002516.2:980817-980837;NC_002516.2:6186307-6186327,NC_002516.2:5643461-5643481,NC_002516.2:1996154-1996174;NC_002516.2:1868911-1868931;NC_002516.2:5160361-5160381;NC_002516.2:992822-992842;NC_002516.2:3488911-3488931;NC_002516.2:3410702-3410722;NC_002516.2:6238950-6238970;NC_002516.2:5961099-5961119;NC_002516.2:4226288-4226308;NC_002516.2:3144530-3144550;NC_002516.2:942304-942324,NC_002516.2:5642913-5642931,,NC_002516.2:5643475-5643496,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
NC_002516.2_203_deletion,NC_002516.2:2194217-2194236,NC_002516.2:1426349-1426368;NC_002516.2:5037118-5037137;NC_002516.2:409957-409976;NC_002516.2:329080-329099;NC_002516.2:3297269-3297288;NC_002516.2:5353136-5353155;NC_002516.2:6260488-6260507;NC_002516.2:1565340-1565359;NC_002516.2:1907813-1907832;NC_002516.2:2995297-2995316,NC_002516.2:2194743-2194761,NC_002516.2:4166934-4166952;NC_002516.2:4813733-4813751;NC_002516.2:164385-164403;NC_002516.2:4036784-4036802;NC_002516.2:1527934-1527952;NC_002516.2:2353628-2353646;NC_002516.2:75345-75363;NC_002516.2:2694579-2694597;NC_002516.2:4783693-4783711;NC_002516.2:155835-155853;NC_002516.2:5128114-5128132;NC_002516.2:3107509-3107527;NC_002516.2:1638717-1638735;NC_002516.2:3686589-3686607;NC_002516.2:535399-535417;NC_002516.2:4555364-4555382;NC_002516.2:398434-398452;NC_002516.2:6178463-6178481;NC_002516.2:5855352-5855370;NC_002516.2:3140492-3140510;NC_002516.2:5409238-5409256;NC_002516.2:4737276-4737294;NC_002516.2:1118160-1118178;NC_002516.2:3178065-3178083;NC_002516.2:873460-873478;NC_002516.2:840292-840310;NC_002516.2:5158733-5158751;NC_002516.2:5588487-5588505,NC_002516.2:2194182-2194202,,NC_002516.2:2194743-2194761,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Pseudomonas_aeruginosa,500-5
